workload,TRH-D,TREF_Freq,QPRAC,MINT,PrISM
500.perlbench,500,0,0.0,2.7194790324889078,0.9613475710633178
500.perlbench,1000,2,0.0,0.013494648673801768,0.0
502.gcc,250,2,0.0,1.9940951719346995,0.05768528660094925
502.gcc,500,1,0.0,0.024230278739296774,0.0
502.gcc,500,2,0.0,0.39312083558436883,0.0
502.gcc,500,4,0.0,0.8687444345503117,0.05288808664259928
502.gcc,500,8,0.0,1.2229299363057324,0.2290988056460369
502.gcc,500,0,0.0,1.7076950167282972,0.6314755269739193
502.gcc,1000,2,0.0,0.007118087242197481,0.0
505.mcf,250,2,0.0,7.633994970841582,1.78125
505.mcf,500,1,0.0,1.468508997429306,0.0
505.mcf,500,2,0.0,3.1411492009271686,0.010478148418330129
505.mcf,500,4,0.0,3.9182011331444757,0.8676422974810594
505.mcf,500,8,0.0,4.3905471178091835,1.3382108626198084
505.mcf,500,0,4.141472707694856e-05,4.809598059598059,1.780536494073612
505.mcf,1000,2,0.0,0.7955334337546663,0.0008635578583765112
507.cactuBSSN,250,2,0.0,7.870951050398427,0.5723676051097606
507.cactuBSSN,500,1,0.0,1.046829268292683,0.0
507.cactuBSSN,500,2,0.0,2.8067109402306887,0.18611248149975332
507.cactuBSSN,500,4,0.0,3.686582451348583,0.8850726552179656
507.cactuBSSN,500,8,0.0,4.12414335467925,1.3586827765932243
507.cactuBSSN,500,0,0.0,4.555000555000555,1.8361998361998362
507.cactuBSSN,1000,2,0.0,0.5158376639445682,0.010298919869379553
508.namd,250,2,0.0,0.18959266368095543,0.0
508.namd,500,1,0.0,0.0,0.0
508.namd,500,2,0.0,0.0004278990158322636,0.0
508.namd,500,4,0.0,0.03549283728886038,0.0
508.namd,500,8,0.0,0.351213282247765,0.0
508.namd,500,0,0.0,0.8515145096377886,0.29127659574468084
508.namd,1000,2,0.0,0.0,0.0
510.parest,250,2,0.0,7.976377395855435,1.7944987677875825
510.parest,500,1,0.0,1.6225893006875733,0.0
510.parest,500,2,0.0,3.318720474017135,0.05248245499324354
510.parest,500,4,0.0,4.168063606454645,0.9596527068437181
510.parest,500,8,0.0,4.57878811389557,1.4263500735448624
510.parest,500,0,0.0007360558311978627,5.008405296488198,1.8927636227607132
510.parest,1000,2,0.0,0.870560006855478,0.008157179194807473
511.povray,250,2,0.0,0.01128180508881421,0.0
511.povray,500,1,0.0,0.00024009603841536616,0.0
511.povray,500,2,0.0,0.0021608643457382954,0.0
511.povray,500,4,0.0,0.0038415366146458585,0.0
511.povray,500,8,0.0,0.004800768122899664,0.0
511.povray,500,0,0.0,0.030732292917166868,0.007681228996639462
511.povray,1000,2,0.0,0.0,0.0
519.lbm,250,2,0.0,6.5966670074634495,0.7085801709362383
519.lbm,500,1,0.0,0.6688070071454444,1.1228259282963362e-05
519.lbm,500,2,0.0,2.431238254332846,0.07431491977240082
519.lbm,500,4,0.0,3.3236372525055,0.7060058662452783
519.lbm,500,8,0.0,3.7649644434162486,1.1810200267022697
