workload,TRH-D,TREF_Freq,QPRAC,MINT,PrISM
519.lbm,250,2,0.8663486716403462,0.8274550727615797,1.0
519.lbm,500,1,0.8663486716403462,0.9777496845182716,0.9996720346871112
519.lbm,500,2,0.8663486716403462,0.9295944337874885,0.9913543844469519
519.lbm,500,4,0.8663486716403462,0.9077813777865412,0.9642486048229653
519.lbm,500,8,0.8663486716403462,0.8959633897341572,0.9507983822552825
519.lbm,500,0,0.8663508485592734,0.8849768057910672,0.9377870857072602
519.lbm,1000,2,0.8663486716403462,0.9882489168537885,0.9995351598356274
520.omnetpp,250,2,0.8372804528291147,0.8166920751529347,1.0
520.omnetpp,500,1,0.8372804528291147,0.9732951896399961,1.0
520.omnetpp,500,2,0.8372804528291147,0.9257720994116038,0.9996411316499122
520.omnetpp,500,4,0.8372804528291147,0.9022984997384607,0.9754158613918585
520.omnetpp,500,8,0.8372804528291147,0.8906383601672041,0.9617456258457608
520.omnetpp,500,0,0.8372804528291147,0.8785891829617488,0.9469523544859126
520.omnetpp,1000,2,0.8372804528291147,0.9869391491969948,0.9996232075401277
523.xalancbmk,250,2,0.8573376128186134,0.9450063904934777,1.0
523.xalancbmk,500,1,0.8573376128186134,0.9982969037907824,1.0
523.xalancbmk,500,2,0.8573376128186134,0.994323554061326,1.0
523.xalancbmk,500,4,0.8573376128186134,0.9774025325357938,1.0
523.xalancbmk,500,8,0.8573376128186134,0.9652963016509318,0.9937857669803695
523.xalancbmk,500,0,0.8573376128186134,0.9555357476784777,0.9775954709655101
523.xalancbmk,1000,2,0.8573376128186134,1.0,1.0
525.x264,250,2,0.9950173323371406,0.9956218131960767,0.9993547883075857
525.x264,500,1,0.9950173323371406,1.0,1.0
525.x264,500,2,0.9950173323371406,1.0,1.0
525.x264,500,4,0.9950173323371406,0.9987885237571932,1.0
525.x264,500,8,0.9950173323371406,0.9952871328241767,0.9997786735962956
525.x264,500,0,0.9950173323371406,0.9904272958015661,0.9954655982225634
525.x264,1000,2,0.9950173323371406,1.0,1.0
526.blender,250,2,0.9649297329947086,0.9995539008295199,0.9943917125190549
526.blender,500,1,0.9649297329947086,1.0,1.0
526.blender,500,2,0.9649297329947086,0.9995190212797893,1.0
526.blender,500,4,0.9649297329947086,0.9998987261520685,1.0
526.blender,500,8,0.9649297329947086,0.9992466004761762,0.999708065373992
526.blender,500,0,0.9649297329947086,0.9953141817825879,0.998224108345726
526.blender,1000,2,0.9649297329947086,1.0,1.0
531.deepsjeng,250,2,0.9407869527955536,0.9993217538740973,0.9960610441438031
531.deepsjeng,500,1,0.9407869527955536,1.0,1.0
531.deepsjeng,500,2,0.9407869527955536,1.0,1.0
531.deepsjeng,500,4,0.9407869527955536,0.9998935563682488,1.0
531.deepsjeng,500,8,0.9407869527955536,0.9967536222810646,1.0
531.deepsjeng,500,0,0.9407869527955536,0.9922074939897095,0.9976095499719749
531.deepsjeng,1000,2,0.9407869527955536,1.0,1.0
538.imagick,250,2,0.9998044798971069,1.0,0.999978649356862
538.imagick,500,1,0.9998044798971069,1.0,1.0
538.imagick,500,2,0.9998044798971069,1.0,1.0
538.imagick,500,4,0.9998044798971069,1.0,1.0
538.imagick,500,8,0.9998044798971069,1.0,1.0
538.imagick,500,0,0.9998044798971069,0.9999150581314102,0.9998178309382842
538.imagick,1000,2,0.9998044798971069,1.0,1.0
541.leela,250,2,0.9973105947754476,0.9996712416271609,0.9996547603882918
541.leela,500,1,0.9973105947754476,0.9998086845853722,1.0
541.leela,500,2,0.9973105947754476,0.9998729308807437,1.0
541.leela,500,4,0.9973105947754476,0.9998854283320738,1.0
541.leela,500,8,0.9973105947754476,0.9997270223885704,1.0
541.leela,500,0,0.9973105947754476,0.9996745021682228,1.0
541.leela,1000,2,0.9973105947754476,1.0,1.0
544.nab,250,2,0.9961944971899227,0.999058035879104,0.9946643138590933
544.nab,500,1,0.9961944971899227,1.0,1.0
544.nab,500,2,0.9961944971899227,0.9996894795819671,1.0
544.nab,500,4,0.9961944971899227,0.9998447202391414,1.0
544.nab,500,8,0.9961944971899227,0.998600842480312,0.99974715233256
544.nab,500,0,0.9961944971899227,0.9950554010545017,0.9978053027383138
544.nab,1000,2,0.9961944971899227,1.0,1.0
549.fotonik3d,250,2,0.8316205568945484,0.8072549952485985,1.0
